artist_name,spotify_artist_id,artist_popularity,followers,main_genre,genres
Beast Coast,1Nd1g8fezKoJ6DGauWbZIm,43,114415.0,underground hip hop,underground hip hop
Beast In Black,0rEuaTPLMhlViNCJrg3NEH,60,267333.0,finnish heavy metal,"finnish heavy metal, finnish power metal, power metal"
Beastie Boys,03r4iKL2g2442PT9n2UKsx,69,2636502.0,alternative rock,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock"
Beats Antique,30DZgkaEYdezg2QMrMgrnm,39,192638.0,belly dance,"belly dance, glitch hop, world fusion"
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,80,8519539.0,dance pop,"dance pop, pop"
Beck,3vbKDsSS70ZX9D2OcvbZmS,65,1475995.0,alternative rock,"alternative rock, anti-folk, permanent wave, rock"
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,76,7227830.0,disco,"disco, mellow gold, soft rock"
Behemoth,1MK0sGeyTNkbefYGj673e9,50,578529.0,black metal,"black metal, death metal, groove metal, metal, pagan black metal, polish black metal, polish death metal, polish metal"
Belle and Sebastian,4I2BJf80C0skQpp1sQmA0h,55,640728.0,alternative rock,"alternative rock, baroque pop, chamber pop, indie rock, melancholia, scottish indie, scottish rock, singer-songwriter, twee pop"
Kyau & Albert,0pyi4vNCq5T6GgV1rt7ncc,41,52539.0,german techno,"german techno, progressive house, progressive trance, trance, uplifting trance"
Belmont,6hxiY0CFXTibGUtp8TdCxp,45,94001.0,alternative emo,"alternative emo, anthem emo, chicago pop punk, easycore, pop punk"
Belzebubs,025JPk5p3gZe5mDNhlCL8V,24,38366.0,melodic black metal,melodic black metal
Ben Böhmer,5tDjiBYUsTqzd0RkTZxK7u,63,424944.0,,minimal melodic techno
Ben Howard,5schNIzWdI9gJ1QRK8SBnc,64,2011309.0,british singer-songwriter,"british singer-songwriter, folk-pop"
Ben Phipps,4gdU6QYD0tktQA9AHdcNn4,31,18747.0,nyc pop,nyc pop
Ben Rector,4AapPt7H6bGH4i7chTulpI,58,355386.0,acoustic pop,"acoustic pop, indiecoustica, lds youth, neo mellow, piano rock"
Benjamin Booker,7mZgBMpvaBziYQfc9TbJH5,34,98464.0,modern blues,"modern blues, modern blues rock"
Benjamin Bratt,52H65pWOSERcDK6uVFRwN8,43,1574.0,movie tunes,movie tunes
Benjamin Britten,7MJ1pB5d6Vjmzep2zQlorn,46,44724.0,british modern classical,"british modern classical, classical, early modern classical, neoclassicism"
Benny Andersson,0kV0e99xlTJcLKSu8KrLyp,45,32328.0,neo-classical,neo-classical
Benny L,5l4uVbRaFx2kxzudLXO2H0,31,18056.0,deep dnb,"deep dnb, uk dnb"
Bensley,3SfEKS85dj9v75ROsWJSiL,44,22380.0,dancefloor dnb,dancefloor dnb
Bent Knee,69f5J6OIgAP1G54zQfesv1,28,34023.0,boston indie,"boston indie, boston rock"
Berried Alive,0gZTdTYGI2ABqOENQ31u5e,46,78129.0,djent,djent
Better Oblivion Community Center,3NBmfDV6Yh3hjuQUBVvYgO,43,120197.0,indie pop,"indie pop, indie rock"
Better Than Ezra,4UuoJfJ9UybJft7a8E6UHX,48,416723.0,pop rock,"pop rock, post-grunge"
Between The Buried And Me,2JC4hZm1egeJDEolLsMwZ9,43,262127.0,djent,"djent, melodic metalcore, north carolina metal, progressive metal"
Beyoncé,6vWDO969PvNqNYHIOW5v0m,85,36095998.0,pop,"pop, r&b"
Beyond Creation,3HBOxN9iagI9Ot1kTHpPX8,31,87995.0,brutal death metal,"brutal death metal, canadian metal, death metal, melodic death metal, progressive technical death metal, quebec death metal, technical brutal death metal, technical death metal"
Biffy Clyro,1km0R7wy712AzLkA1WjKET,56,719227.0,modern rock,"modern rock, scottish rock"
Big Boi,2ht3wxeT69CzyKFChNnNAB,53,434089.0,atl hip hop,"atl hip hop, dirty south rap, hip hop, southern hip hop"
Big Business,5o1BnhK2ziS42PCJMuiGd6,31,40738.0,drone metal,"drone metal, post-doom metal, seattle metal, sludge metal, stoner metal, stoner rock"
Big D and the Kids Table,7rCVe3W6E37VMHBHJXB6xD,35,63729.0,modern ska punk,"modern ska punk, ska, ska punk"
Big Gigantic,7o7mC95EDbJKTcPAAs8C3r,53,254176.0,mashup,"electronic trap, glitch hop"
Big Grams,4jU68Hm8np6WNZXMqi7rz3,30,68754.0,escape room,escape room
Big K.R.I.T.,0CKa42Jqrc9fSFbDjePaXP,56,959645.0,conscious hip hop,"conscious hip hop, hip hop, mississippi hip hop, southern hip hop, trap"
Big Sean,0c173mlxpT3dSFRgMO8XPh,75,11167080.0,detroit hip hop,"detroit hip hop, hip hop, pop rap, r&b, rap, trap"
Big Something,3kzqfNqrlEwieWGqRFiQso,29,22248.0,jam band,jam band
Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,63,619933.0,art pop,"art pop, brooklyn indie, chamber pop, countrygaze, indie pop, indie rock, singer-songwriter, small room"
Big Wild,0PxzGnCYBpSuaI49OR94cA,58,257040.0,,vapor soul
Biig Piig,4GoD5FJCgC0lbzde7ly44M,59,256206.0,indie soul,"indie soul, modern alternative pop"
Bill Evans Trio,3VEG6gxFIMfl4Cdog26avS,51,252495.0,bebop,"bebop, contemporary post-bop, jazz, jazz trio"
Bill Xtillidiex Muir,1sshOKBw5a0pPxCfyRbULD,27,605.0,japanese vgm,japanese vgm
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,88,86957458.0,art pop,"art pop, pop"
Billy Bragg,5yXAFDZNUNyO92l5WTImkO,51,161617.0,anti-folk,"anti-folk, folk punk, permanent wave, singer-songwriter, uk americana"
Billy Joe Shaver,05FEKb23HHED5ZsWmKo8kz,41,115577.0,classic texas country,"classic texas country, outlaw country"
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,75,5466643.0,album rock,"album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
Billy Porter,3sjUEh7eXUEL5oZLAEZXD4,43,35344.0,show tunes,"show tunes, strut"
Billy Strings,1ZN1c1qWEGZNX1pGeKCPpf,58,326440.0,jam band,"jam band, jamgrass, new americana, progressive bluegrass"
Binary Finary,5suoHSdDiYsjikHNVdYYKe,42,29214.0,acid trance,"acid trance, algorave, bubble trance, trance, uplifting trance"
Biosphere,2rcnAZ6DvORQ365X3zVYpr,41,88423.0,abstract,"abstract, ambient, drone, intelligent dance music, nordic ambient, sound art"
Birdy,2WX2uTcsvV5OnS0inACecP,69,3795811.0,neo mellow,"neo mellow, uk pop"
Bismillah Khan,1mMMhynZ6FbbnKjG7Pd9mQ,26,141942.0,hindustani classical,"hindustani classical, hindustani instrumental, indian classical, shehnai"
Bjarki,6FtSCON62H1CEJtN39y9yI,29,32960.0,icelandic electronic,"icelandic electronic, minimal dub"
Black Carl!,07oZEFDySnjPl7vqqD8XSq,25,5952.0,halftime dnb,halftime dnb
Black Crown Initiate,2mI89QIY20j4ly27G6qA45,31,49381.0,djent,"djent, progressive death metal, technical death metal"
Black Curse,67L4Rj0u4RzUC1bTMW53xu,18,12346.0,denver metal,"black death, denver metal, dissonant death metal, voidgaze"
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,79,7731616.0,dance pop,"dance pop, pop, pop rap"
Black Eyes,2e15fjOtGIotsBNAXR3vSl,25,15365.0,dance-punk,"dance-punk, double drumming, noise punk, noise rock, sasscore"
Black Flag,5Mhs3Eu8lU6sRCtRYsmABV,48,579728.0,alternative rock,"alternative rock, california hardcore, hardcore punk, punk"
Black Hill,64Ql0eGtS5olwVo47Km3zt,43,39317.0,instrumental post-rock,instrumental post-rock
Black Label Society,0zfT626RwO6zN3RDYeRit5,56,1635921.0,alternative metal,"alternative metal, groove metal, hard rock, metal, nu metal"
Black Pistol Fire,0Nrwy16xCPXG8AwkMbcVvo,48,207042.0,alternative roots rock,"alternative roots rock, modern blues rock"
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,72,7234522.0,album rock,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal"
Black Star,67ei8ib6PLT1w3OkhIb4fB,50,407119.0,east coast hip hop,"east coast hip hop, hip hop, political hip hop"
Black Sun Empire,3PAXvY08KxX5HmCsmKw4x8,39,109317.0,darkstep,"darkstep, drill and bass, drum and bass, dutch dnb, neurofunk"
Black Thought,6DJEUXZm0e2rAohdoZ5Voo,55,231805.0,alternative hip hop,"alternative hip hop, east coast hip hop"
Black Veil Brides,6O7MpKrY91vlCd4Osi6XKs,61,1912185.0,alternative metal,"alternative metal, pop punk"
Blackhaine,5YUsQAApp3PLKOyhdyKPw5,19,5943.0,experimental hip hop,experimental hip hop
Blanck Mass,73LvjicByRK5LazcQYZMAY,27,46283.0,abstractro,"abstractro, fluxwork, hauntology, mandible, uk experimental electronic"
Blanke,59Yq0xrABEihHANsfo9QMT,48,48370.0,dubstep,"dubstep, melodic dubstep"
Blawan,64kN9EkSTHYhda2FupL0KI,28,59470.0,float house,"float house, future garage, microhouse, minimal dub, minimal techno, outsider house, techno"
Blaze and the Monster Machines,4WVT8k6aMXbGw9KgGqTk0l,48,15607.0,preschool children's music,preschool children's music
Bleached,2kS9MrOD16tiQOIyJTzFxK,37,76716.0,bubblegrunge,"bubblegrunge, indie punk, noise pop, riot grrrl"
Bleachers,2eam0iDomRHGBypaDQLwWI,62,631160.0,indie pop,"indie pop, indie poptimism, modern rock, pov: indie"
Bleeding Through,41btkKEfOGIHsd7WNahMCi,35,109045.0,deathcore,"deathcore, melodic metalcore, metalcore"
Bleep Bloop,4yimrbAH3tCaYHxuwksfY6,22,27187.0,experimental bass,experimental bass
Bleu Clair,7kA4sEagpoNK91I7wr9tYr,45,38986.0,bass house,"bass house, indonesian edm, tech house"
Blind Guardian,7jxJ25p0pPjk0MStloN6o6,53,693813.0,fantasy metal,"fantasy metal, german metal, german power metal, metal, power metal, speed metal, symphonic metal"
Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi,49,256076.0,indie folk,"indie folk, portland indie, stomp and holler"
Blippi,30niqFGUKKUg1horQSgwBn,59,88658.0,children's music,"children's music, preschool children's music"
Blitzen Trapper,72XY3HrDdFfZXNZFCT9Zh1,48,126167.0,indie folk,"indie folk, modern folk rock, new americana, portland indie, stomp and holler"
Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,59,1100486.0,alternative dance,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave, scottish rock"
Blocks & Escher,14uBfsm8MDMILOqQsuj4cg,9,3315.0,atmospheric dnb,"atmospheric dnb, deep liquid bass, drumfunk"
Blood Command,4WfUbvICLrqPW9rzuNGS1f,37,37915.0,norwegian alternative rock,"norwegian alternative rock, norwegian rock"
Blood Incantation,6FGv87WQ3mJWn3cmLUww6x,36,73778.0,cavernous death metal,"cavernous death metal, cosmic death metal, death metal, deathgrind, denver metal, new wave of osdm, technical death metal"
Blood Orange,6LEeAFiJF8OuPx747e1wxR,60,801351.0,alternative r&b,"alternative r&b, art pop, escape room, indie soul, indietronica, metropopolis"
Bloodbath,7eYmDBinb760MUIfoRdlGQ,40,192682.0,black metal,"black metal, brutal death metal, death metal, deathgrind, metal, swedish death metal, swedish metal, technical death metal, thrash metal"
Bloodhound Gang,6nDLku5uL3ou60kvCGZorh,60,912398.0,alternative metal,"alternative metal, comic, funk metal, funk rock, rap rock"
Bloodshot Dawn,3KpN56gStR4UrwhN5IFuGv,13,6592.0,deep melodic death metal,"deep melodic death metal, technical melodic death metal"
Blue Boy,5wAkbDfgFUeXzWO4rdPQiG,41,16378.0,classic house,classic house
Blue Foundation,1FWybrAwiSa0zKibdLfZZr,51,134489.0,dream pop,dream pop
Blue Scholars,1SlPJ2l80sMnCHpz1wB8nT,35,78806.0,conscious hip hop,"conscious hip hop, hawaiian hip hop, political hip hop, seattle hip hop"
Blue Swede,0UpuH5U4nZ3UGGUJi0Zfbp,58,97833.0,classic swedish pop,classic swedish pop
Blues Traveler,3pHeBYl1yujXcZqqfF1UyQ,54,640052.0,heartland rock,"heartland rock, jam band, pop rock, post-grunge"
Bluetech,5yUtOYdnxxWdcIoZM1dx68,34,62952.0,downtempo,"downtempo, psychill, psydub"
Blur,7MhMgCo0Bl0Kukl93PZbYS,69,3074596.0,alternative rock,"alternative rock, britpop, madchester, permanent wave, rock"
Boards of Canada,2VAvhf61GgLYmC6C8anyX1,56,595804.0,electronica,"electronica, indietronica, intelligent dance music, scottish electronic, trip hop"
Bob Berg,1gqL9JWgVW2O87KbYWPNbC,27,9876.0,jazz saxophone,jazz saxophone
Bob Dylan,74ASZWbe4lXaubB36ztrGX,69,6273887.0,classic rock,"classic rock, country rock, folk, folk rock, psychedelic rock, rock, roots rock, singer-songwriter"
Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,78,11891389.0,reggae,"reggae, roots reggae"
Bob Moses,6LHsnRBUYhFyt01PdKXAF5,57,351118.0,canadian electronic,"canadian electronic, canadian house"
Bob Mould,0fWvSXbvztkeHEnEuYvU2A,30,71413.0,alternative country,"alternative country, alternative pop, alternative rock, gbvfi, permanent wave, power pop"
Bob Seger,485uL27bPomh29R4JmQehQ,67,2191034.0,album rock,"album rock, classic rock, country rock, detroit rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Bob Sinclar,5YFS41yoX0YuFY39fq21oN,67,587370.0,disco house,"disco house, filter house"
Bob Weir,6YB0tbDGk01Q0P6wcHPjpC,38,118126.0,country rock,"country rock, jam band, southern rock"
Bohren & Der Club Of Gore,4VpWzXVUAR2YyQuWQpNGAf,38,102362.0,dark jazz,"dark jazz, drone"
Bokassa,3QgBKy7myJIAIMe1A1y7uq,30,22369.0,norwegian hardcore,"norwegian hardcore, norwegian punk rock, norwegian rock"
Bolt Thrower,3EbMlZ7ZKmFWPTHrLzpzvs,42,194499.0,british death metal,"british death metal, brutal death metal, death metal, deathgrind, metal, technical death metal"
Bomb the Music Industry!,7mmU5GuOoyxoBAgOZkSVj7,36,42956.0,folk punk,folk punk
Bombargo,5gcuakqbbCNnx9fBZWCFfW,28,7780.0,saskatchewan indie,saskatchewan indie
Bombay Bicycle Club,3pTE9iaJTkWns3mxpNQlJV,58,854970.0,british indie rock,"british indie rock, chamber pop, indie rock, indietronica, modern rock, shimmer pop"
Bombino,7s4I6rDvTcdBDKElVbtsAN,39,91596.0,afropop,"afropop, desert blues, musique nigerienne, tuareg guitar, world"
Bombs Away,1YlyxjwYNSjBD0NAJGEfWB,49,50161.0,australian dance,"australian dance, melbourne bounce, melbourne bounce international"
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,75,3493197.0,chamber pop,"chamber pop, eau claire indie, indie folk, melancholia, modern rock"
Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg,65,2839622.0,gangster rap,"gangster rap, hip hop, ohio hip hop, rap"
Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,57,664414.0,country rock,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter"
Bonobo,0cmWgDlu9CwTgxPhf403hb,63,1351777.0,downtempo,"downtempo, electronica, indietronica, instrumental hip hop, jazztronica, nu jazz, trip hop"
Boom Jinx,6Qt0hC59vdinaimdZkin1Y,31,17059.0,progressive house,"progressive house, progressive trance, uplifting trance"
Mike Jones,07VmOvmuBp9G0gb8BTrpn0,58,599751.0,dirty south rap,dirty south rap
Boombox Cartel,4m1yRHUMhvB8gKAJTjK4kO,47,211714.0,brostep,"brostep, electro house, electronic trap"
Boris Brejcha,6caPJFLv1wesmM7gwK1ACy,62,1266584.0,german house,"german house, german techno, high-tech minimal, minimal techno"
Borknagar,0vxxsjcDy61x5zvrOqwHIL,32,88354.0,black metal,"black metal, folk black metal, folk metal, norwegian black metal, norwegian metal, progressive black metal, viking black metal, viking metal"
Born Of Osiris,4HgqjpBaWctBWVHafQIpRt,46,311746.0,deathcore,"deathcore, djent, melodic deathcore, melodic metalcore, metalcore, progressive metalcore, symphonic deathcore"
Born Ruffians,7wGrLSB3v7jkV3fSsjYwtv,37,94801.0,toronto indie,toronto indie
Botch,4kRYDoAbgDL7nqeqZhJlA3,31,53133.0,american metalcore,"american metalcore, chaotic hardcore, mathcore, noise rock, post-hardcore, post-metal, sasscore, sludge metal"
Bou,35dxfY1wywqVRUEaVuMm13,64,79952.0,charva,"charva, deep rai"
Bounty Killer,6UuT0BJZ9vF8Y1sxXnJl2s,50,238067.0,dancehall,"dancehall, jamaican hip hop, reggae fusion"
Bowling For Soup,5ND0mGcL9SKSjWIjPd0xIb,60,1089255.0,neon pop punk,"neon pop punk, pop punk, pop rock, texas pop punk"
Box Car Racer,0DK7FqcaL3ks9TfFn9y1sD,49,405101.0,pop punk,pop punk
Boy & Bear,2NqgE99Ll5vOTvmbN7O2R6,54,259767.0,australian indie,"australian indie, australian indie folk"
Boys Noize,62k5LKMhymqlDNo2DWOvvv,58,282064.0,alternative dance,"alternative dance, dance-punk, electro house, fidget house, filter house, german dance, german techno, new rave"
Brad Mehldau,2vI9KFm0fwSfPrpEgOeIbq,47,209139.0,contemporary jazz,"contemporary jazz, contemporary post-bop, jazz, jazz fusion, jazz piano, modern jazz piano"
Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,64,2738431.0,contemporary country,"contemporary country, country, country road"
Brand New,168dgYui7ExaU612eooDF1,56,705507.0,emo,"emo, pop punk, post-hardcore, screamo"
Brand of Sacrifice,4d6Rawrese4OLF1zZCztod,51,153742.0,deathcore,"deathcore, melodic metalcore, slamming deathcore, symphonic deathcore"
Brandi Carlile,2sG4zTOLvjKG1PSoOyf5Ej,66,774735.0,acoustic pop,"acoustic pop, ectofolk, folk, indie folk, lilith, modern folk rock, new americana"
Branford Marsalis,1gPY6jETlC02stpXOUmSBH,36,56954.0,contemporary post-bop,"contemporary post-bop, jazz, jazz saxophone, new orleans jazz"
Branford Marsalis Quartet,795yvukGj0UOfcP8uftDq9,30,19083.0,jazz quartet,jazz quartet
Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,65,2975517.0,contemporary country,"contemporary country, country, country road, modern country rock"
Brasstracks,5sKvgmG84C0bIMWeS2SRPr,47,114038.0,nyc pop,nyc pop
Break Science,1O9rhv6tMHchfb6Qx2yd6O,36,53872.0,glitch hop,"glitch hop, livetronica"
Breakage,68Wb5Pcy71lLaKdIB6cBA5,37,24560.0,classic dubstep,"classic dubstep, drum and bass, drumfunk, jungle"
Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,69,4478321.0,alternative metal,"alternative metal, nu metal, post-grunge"
Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,82,4618882.0,r&b,"r&b, rap"
Brett Dennen,0FC1LIeQXKib0jOwZqeIwT,47,196938.0,acoustic pop,"acoustic pop, indie folk, neo mellow"
Brian Eno,7MSUfLeTdDEoZiJPDSBXgi,60,698514.0,abstract,"ambient, art pop, art rock, compositional ambient, experimental, experimental ambient, fourth world, glam rock, minimalism, singer-songwriter"
Brian Posehn,6ETz3zIqiwE31EpbYMS5j1,27,31705.0,comedy,"comedy, deep comedy"
Brick + Mortar,7oHJbmt1VAj16Tm6nJpSqr,49,91802.0,asbury park indie,"asbury park indie, modern alternative rock"
Bright Eyes,5o206eFLx38glA2bb4zqIU,55,588247.0,chamber pop,"chamber pop, indie rock, melancholia, omaha indie, stomp and holler"
Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,77,5102395.0,melodic metalcore,"melodic metalcore, metalcore, modern rock, rock, uk metalcore"
Britney Spears,26dSoYclwsYLMAKD3tpOr4,79,12878501.0,dance pop,"dance pop, pop"
Brittany Howard,4XquDVA8pkg5Lx91No1JxB,47,206578.0,black americana,"black americana, modern blues rock, neo soul"
Broccoli Samurai,4v1ErrPAwRsPkqrSTERExc,2,3099.0,cleveland indie,cleveland indie
Broken Bells,6dgwEwnK0YtDfS9XhRwBTG,56,593225.0,chamber pop,"chamber pop, indie rock, indietronica, la indie, modern rock"
Bronze Nazareth,4VhYUWpDsLraUG6Sd8g9TF,34,19841.0,battle rap,"battle rap, wu fam"
Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,64,1207662.0,contemporary country,"contemporary country, country, country road, modern country rock, modern southern rock"
Brothers in Arts,6iJN3PUcsdhtpjnLnEF180,8,467.0,jackin' house,jackin' house
Brothers of Metal,0WPCPYm5IDNtQjuJOGNPcy,57,208322.0,power metal,"melodic metal, power metal, swedish heavy metal"
Brownout,75ITBSKqlC5hlS4PZ2XP1S,29,28178.0,bboy,"bboy, instrumental funk, latin afrobeat"
Bru-C,7GDrXlpRrdG29o4n0pNR5D,62,265457.0,bassline,"bassline, charva, nottingham hip hop, old school bassline"
Bruce Brus,6jKgLzBdINpIrcinbmi7hI,47,734.0,binaural,"binaural, white noise"
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,74,5875195.0,heartland rock,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter"
Bruno Furlan,6gssIbF04dCX3COZvyr0JF,47,38680.0,brazilian edm,"brazilian edm, brazilian tech house, tech house"
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,88,51324743.0,dance pop,"dance pop, pop"
Bryan Ferry,5RNFFojXkPRmlJZIwXeKQC,56,561937.0,glam rock,"glam rock, melancholia, new romantic, new wave, new wave pop, solo wave, sophisti-pop"
Bryce Vine,1ShZZUjkbXCjhwrb18BA8I,63,495485.0,indie pop rap,indie pop rap
Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,78,7526926.0,kentucky hip hop,"kentucky hip hop, r&b, rap"
Buddy Miller,6RwBVkrxTbbtS4bwxYQXcp,44,31482.0,alternative country,"alternative country, folk, outlaw country"
Buffalo Springfield,3eskO5m0H4yiF64vRySBjr,62,766914.0,album rock,"album rock, blues rock, british blues, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, psychedelic rock, rock, roots rock, soft rock, southern rock"
Built To Spill,3kbBWco9PZ5eSQsNScwG6U,48,289112.0,alternative rock,"alternative rock, chamber pop, idaho indie, indie rock, lo-fi, noise rock"
Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,66,2855654.0,alternative metal,"alternative metal, melodic metalcore, nu metal, post-grunge, uk metalcore, welsh metal"
Burgerkill,77X41f0zoHXGhC3a3UvdJk,40,191030.0,indonesian death metal,"indonesian death metal, indonesian deathcore, indonesian indie, indonesian metal, indonesian post-hardcore, indonesian rock"
Burial,0uCCBpmg6MrPb1KY2msceF,49,427465.0,classic dubstep,"classic dubstep, electronica, future garage, hauntology, intelligent dance music, trip hop, uk bass, wonky"
Burn The Priest,1PU8GCUJdAoWyWM9aL3bJI,36,81229.0,groove metal,"groove metal, southern metal"
Burna Boy,3wcj11K77LjEY1PkEazffa,81,6741494.0,afrobeats,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop"
Burr Oak,3yyEYoHrjvoUtLJ6n2Wz83,27,5756.0,french dnb,"darkstep, french dnb, neurofunk"
Burt Bacharach,35y7CZMg7jbG8Q96JY7dyC,46,211094.0,adult standards,"adult standards, brill building pop, easy listening, lounge"
Bury Tomorrow,6BD4lgmnh4vy6kkCaZRDWt,53,276203.0,melodic metalcore,"melodic metalcore, metalcore, uk metalcore, uk post-hardcore"
Burzum,7L6u6TyhjuwubrcojPeNgf,47,369780.0,ambient black metal,"ambient black metal, atmospheric black metal, autonomous black metal, black metal, dungeon synth, metal, norwegian black metal, norwegian metal, pagan black metal, tolkien metal"
Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,70,2539204.0,east coast hip hop,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
Busy Signal,4RfTXjK9aiiIKDaKUHpL57,58,567718.0,dancehall,"dancehall, jamaican dancehall, reggae fusion"
Butcher Babies,6FcvjJzvxgybo7Ywsj0hRj,43,176004.0,groove metal,"groove metal, slayer"
Buy Muy Drugs,6LgJLfdsYSkaAncKQsS4ZE,6,2325.0,experimental hip hop,"experimental hip hop, industrial hip hop"
BØRNS,1KP6TWI40m7p3QBTU6u2xo,67,1196616.0,indie poptimism,"indie poptimism, modern alternative rock, modern rock, pov: indie"
Béla Fleck,2ka8z2lwkcp13fG8Wyv3xU,41,71758.0,banjo,"banjo, bluegrass, instrumental bluegrass, progressive bluegrass"
Béla Fleck and the Flecktones,5Zmur9D9gpr6tXyDrpnbOe,36,91293.0,jam band,"jam band, progressive bluegrass"
Bülent Ceylan,6JlzKPy8g4gA8lj1TRrVVi,36,12751.0,kabarett,kabarett
CAKE,6A43Djmhbe9100UwnI7epV,61,1105613.0,alternative rock,"alternative rock, pop rock, post-grunge, sacramento indie"
CAZZETTE,1IELhvOMg5VQlU7syRm6CS,45,336481.0,complextro,"complextro, edm, electro house, pop dance, progressive electro house"
CHANEY,2dUjApyXX9UqIsFGzoHyhX,48,9058.0,uk dance,uk dance
CHIKA,6UtYvUtXnmg5EtllDFlWp8,45,197550.0,alabama rap,"alabama rap, alternative r&b"
CHVRCHES,3CjlHNtplJyTf9npxaPl5w,62,1380294.0,indietronica,"indietronica, metropopolis, neo-synthpop, shimmer pop"
CHXPO,7LpXmKNM21ez0VOsUFwOen,34,75324.0,cloud rap,"cloud rap, dark trap, underground hip hop"
CHYL,15HOfHbNWedCAcJ3Cm1mbc,37,9734.0,speed house,speed house
CLB,0qSxGo3EgCGfHWfFDo2zzo,24,4184.0,stateside dnb,stateside dnb
CLIPZ,6b0TSaLAeLXilOPoId8udE,44,9696.0,uk dnb,uk dnb
CRUISR,1jNnM5dm7dzt16IocWCvJc,37,98867.0,hopebeat,"hopebeat, indie poptimism, indie rockism, philly indie"
CRi,3NaMuUYTIGm6CC3YqTuTvi,51,32381.0,montreal indie,montreal indie
Caamp,0wyMPXGfOuQzNR54ujR9Ix,68,511822.0,indie folk,"indie folk, stomp and holler"
Cab Calloway,03cwCzIWQ8BRmXjGPDAL04,39,139817.0,big band,"big band, harlem renaissance, jazz blues, swing"
Cabinet,2PrcDDAMscDyI0srJ9DuTc,32,12684.0,jam band,"jam band, jamgrass, progressive bluegrass"
Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,72,3389774.0,modern alternative rock,"modern alternative rock, modern rock, pov: indie, punk blues, rock"
Caleb Caudle,2FZLOlw11Ta6hcSK6a7FPU,22,6492.0,alternative country,"alternative country, roots americana, southern americana"
Calibre,0sklgkoO5JeS7YNhHS5EmH,43,93158.0,drum and bass,"drum and bass, jazzy dnb, liquid funk, uk dnb"
Caligula's Horse,6Zd7AjXsoLaweP9FHyudVC,38,85214.0,djent,"djent, progressive metal"
Calvin Harris,7CajNmpbOovFoOoasH2HaY,85,23662507.0,dance pop,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance"
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,79,31699592.0,dance pop,"dance pop, pop"
Camo & Krooked,2N8IPNZTiNo3nj4mreOlHU,52,216443.0,austrian dnb,"austrian dnb, dancefloor dnb, drum and bass"
Camp Cope,6OtUfATGYDnx5O23FP6C2s,35,72948.0,aussie emo,"aussie emo, australian indie, bubblegrunge, diy emo, melbourne indie"
Can't Swim,62elZbH5Iop8UPcChp7OrU,43,68496.0,alternative emo,"alternative emo, anthem emo, dreamo, emo, new jersey indie, pop punk"
Cancer Bats,10YNQq86z4shHwDSymTyWc,36,88353.0,canadian hardcore,"canadian hardcore, canadian metal, canadian metalcore, canadian punk"
Candiria,2HlW9aXquEwJ3ywGlPEUPp,22,29726.0,mathcore,"mathcore, rap metal"
Candlemass,7zDtfSB0AOZWhpuAHZIOw5,42,211978.0,death metal,"death metal, doom metal, epic doom, metal, opera metal, speed metal, stoner metal, swedish doom metal, swedish metal"
